strain	gisaid_epi_isl	genbank_accession	date	region	iso	country	division	location	region_exposure	country_exposure	division_exposure	length	host	originating_lab	submitting_lab	authors	url	update
USA/NY-NYUMC141/2020	EPI_ISL_424948	?	2020-04-01	North America	USA	USA-Northeast	New York	Brooklyn	North America	USA	New York	29903	Human	NYU Langone Health	Departments of Pathology and Medicine, New York University School of Medicine	Maria Aguero-Rosenfeld et al	https://www.gisaid.org	?
USA/NY-NYUMC146/2020	EPI_ISL_424953	?	2020-04-01	North America	USA	USA-Northeast	New York	Brooklyn	North America	USA	New York	29903	Human	NYU Langone Health	Departments of Pathology and Medicine, New York University School of Medicine	Maria Aguero-Rosenfeld et al	https://www.gisaid.org	?
USA/NY-NYUMC148/2020	EPI_ISL_424955	?	2020-04-01	North America	USA	USA-Northeast	New York	Suffolk County	North America	USA	New York	29903	Human	NYU Langone Health	Departments of Pathology and Medicine, New York University School of Medicine	Maria Aguero-Rosenfeld et al	https://www.gisaid.org	?
USA/NY-NYUMC149/2020	EPI_ISL_424956	?	2020-04-01	North America	USA	USA-Northeast	New York	Brooklyn	North America	USA	New York	29903	Human	NYU Langone Health	Departments of Pathology and Medicine, New York University School of Medicine	Maria Aguero-Rosenfeld et al	https://www.gisaid.org	?
USA/NY-NYUMC15/2020	EPI_ISL_418200	?	2020-03-17	North America	USA	USA-Northeast	New York	Manhattan	North America	USA	New York	29903	Human	NYU Langone Health	Department of Pathology and Medicine, New York University School of Medicine	Black et al	https://www.gisaid.org	?
USA/NY-NYUMC150/2020	EPI_ISL_424957	?	2020-04-01	North America	USA	USA-Northeast	New York	Bronx	North America	USA	New York	29903	Human	NYU Langone Health	Departments of Pathology and Medicine, New York University School of Medicine	Maria Aguero-Rosenfeld et al	https://www.gisaid.org	?
USA/NY-NYUMC151/2020	EPI_ISL_424958	?	2020-04-01	North America	USA	USA-Northeast	New York	Manhattan	North America	USA	New York	29903	Human	NYU Langone Health	Departments of Pathology and Medicine, New York University School of Medicine	Maria Aguero-Rosenfeld et al	https://www.gisaid.org	?
USA/NY-NYUMC155/2020	EPI_ISL_424962	?	2020-04-01	North America	USA	USA-Northeast	New York	Brooklyn	North America	USA	New York	29903	Human	NYU Langone Health	Departments of Pathology and Medicine, New York University School of Medicine	Maria Aguero-Rosenfeld et al	https://www.gisaid.org	?
USA/NY-NYUMC156/2020	EPI_ISL_424963	?	2020-04-01	North America	USA	USA-Northeast	New York	Bronx	North America	USA	New York	29903	Human	NYU Langone Health	Departments of Pathology and Medicine, New York University School of Medicine	Maria Aguero-Rosenfeld et al	https://www.gisaid.org	?
USA/NY-NYUMC157/2020	EPI_ISL_424964	?	2020-04-01	North America	USA	USA-Northeast	New York	Queens	North America	USA	New York	29903	Human	NYU Langone Health	Departments of Pathology and Medicine, New York University School of Medicine	Maria Aguero-Rosenfeld et al	https://www.gisaid.org	?
USA/NY-NYUMC161/2020	EPI_ISL_424968	?	2020-04-01	North America	USA	USA-Northeast	New York	Bronx	North America	USA	New York	29903	Human	NYU Langone Health	Departments of Pathology and Medicine, New York University School of Medicine	Maria Aguero-Rosenfeld et al	https://www.gisaid.org	?
USA/NY-NYUMC17/2020	EPI_ISL_418202	?	2020-03-17	North America	USA	USA-Northeast	New York	Manhattan	North America	USA	New York	29903	Human	NYU Langone Health	Department of Pathology and Medicine, New York University School of Medicine	Black et al	https://www.gisaid.org	?
USA/NY-NYUMC28/2020	EPI_ISL_418974	?	2020-03-17	North America	USA	USA-Northeast	New York	Manhattan	North America	USA	New York	29903	Human	NYU Langone Health	Department of Pathology and Medicine, New York University School of Medicine	Maria Aguero-Rosenfeld et al	https://www.gisaid.org	?
USA/NY-NYUMC29/2020	EPI_ISL_418975	?	2020-03-17	North America	USA	USA-Northeast	New York	Manhattan	North America	USA	New York	29903	Human	NYU Langone Health	Department of Pathology and Medicine, New York University School of Medicine	Maria Aguero-Rosenfeld et al	https://www.gisaid.org	?
USA/NY-NYUMC30/2020	EPI_ISL_418976	?	2020-03-17	North America	USA	USA-Northeast	New York	Manhattan	North America	USA	New York	29903	Human	NYU Langone Health	Department of Pathology and Medicine, New York University School of Medicine	Maria Aguero-Rosenfeld et al	https://www.gisaid.org	?
USA/NY-NYUMC33/2020	EPI_ISL_418979	?	2020-03-17	North America	USA	USA-Northeast	New York	Manhattan	North America	USA	New York	29903	Human	NYU Langone Health	Department of Pathology and Medicine, New York University School of Medicine	Maria Aguero-Rosenfeld et al	https://www.gisaid.org	?
USA/NY-NYUMC34/2020	EPI_ISL_418980	?	2020-03-17	North America	USA	USA-Northeast	New York	Manhattan	North America	USA	New York	29903	Human	NYU Langone Health	Department of Pathology and Medicine, New York University School of Medicine	Maria Aguero-Rosenfeld et al	https://www.gisaid.org	?
USA/NY-NYUMC37/2020	EPI_ISL_419698	?	2020-03-18	North America	USA	USA-Northeast	New York	Manhattan	North America	USA	New York	29903	Human	NYU Langone Health	Departments of Pathology and Medicine, New York University School of Medicine	Maria Aguero-Rosenfeld et al	https://www.gisaid.org	?
USA/NY-NYUMC41/2020	EPI_ISL_419702	?	2020-03-18	North America	USA	USA-Northeast	New York	Brooklyn	North America	USA	New York	29903	Human	NYU Langone Health	Departments of Pathology and Medicine, New York University School of Medicine	Maria Aguero-Rosenfeld et al	https://www.gisaid.org	?
USA/NY-NYUMC42/2020	EPI_ISL_419703	?	2020-03-18	North America	USA	USA-Northeast	New York	Manhattan	North America	USA	New York	29903	Human	NYU Langone Health	Departments of Pathology and Medicine, New York University School of Medicine	Maria Aguero-Rosenfeld et al	https://www.gisaid.org	?
USA/NY-NYUMC44/2020	EPI_ISL_419705	?	2020-03-18	North America	USA	USA-Northeast	New York	Manhattan	North America	USA	New York	29903	Human	NYU Langone Health	Departments of Pathology and Medicine, New York University School of Medicine	Maria Aguero-Rosenfeld et al	https://www.gisaid.org	?
USA/NY-NYUMC50/2020	EPI_ISL_420301	?	2020-03-18	North America	USA	USA-Northeast	New York	Nassau County	North America	USA	New York	29903	Human	NYU Langone Health	Departments of Pathology and Medicine, New York University School of Medicine	Maria Aguero-Rosenfeld et al	https://www.gisaid.org	?
USA/NY-NYUMC52/2020	EPI_ISL_420307	?	2020-03-19	North America	USA	USA-Northeast	New York	Brooklyn	North America	USA	New York	29903	Human	NYU Langone Health	Departments of Pathology and Medicine, New York University School of Medicine	Maria Aguero-Rosenfeld et al	https://www.gisaid.org	?
USA/NY-NYUMC54/2020	EPI_ISL_420309	?	2020-03-19	North America	USA	USA-Northeast	New York	Manhattan	North America	USA	New York	29903	Human	NYU Langone Health	Departments of Pathology and Medicine, New York University School of Medicine	Maria Aguero-Rosenfeld et al	https://www.gisaid.org	?
USA/NY-NYUMC58/2020	EPI_ISL_420573	?	2020-03-18	North America	USA	USA-Northeast	New York	Manhattan	North America	USA	New York	29894	Human	NYU Langone Health	Departments of Pathology and Medicine, New York University School of Medicine	Maria Aguero-Rosenfeld et al	https://www.gisaid.org	?
USA/NY-NYUMC60/2020	EPI_ISL_420575	?	2020-03-18	North America	USA	USA-Northeast	New York	Nassau County	North America	USA	New York	29903	Human	NYU Langone Health	Departments of Pathology and Medicine, New York University School of Medicine	Maria Aguero-Rosenfeld et al	https://www.gisaid.org	?
USA/NY-NYUMC62/2020	EPI_ISL_420577	?	2020-03-18	North America	USA	USA-Northeast	New York	Manhattan	North America	USA	New York	29903	Human	NYU Langone Health	Departments of Pathology and Medicine, New York University School of Medicine	Maria Aguero-Rosenfeld et al	https://www.gisaid.org	?
USA/NY-NYUMC67/2020	EPI_ISL_420582	?	2020-03-18	North America	USA	USA-Northeast	New York	Nassau County	North America	USA	New York	29903	Human	NYU Langone Health	Departments of Pathology and Medicine, New York University School of Medicine	Maria Aguero-Rosenfeld et al	https://www.gisaid.org	?
USA/NY-NYUMC71/2020	EPI_ISL_420587	?	2020-03-18	North America	USA	USA-Northeast	New York	Manhattan	North America	USA	New York	29903	Human	NYU Langone Health	Departments of Pathology and Medicine, New York University School of Medicine	Maria Aguero-Rosenfeld et al	https://www.gisaid.org	?
USA/NY-NYUMC80/2020	EPI_ISL_421581	?	2020-03-18	North America	USA	USA-Northeast	New York	Queens	North America	USA	New York	29903	Human	NYU Langone Health	Departments of Pathology and Medicine, New York University School of Medicine	Maria Aguero-Rosenfeld et al	https://www.gisaid.org	?
USA/NY-NYUMC81/2020	EPI_ISL_421582	?	2020-03-18	North America	USA	USA-Northeast	New York	Brooklyn	North America	USA	New York	29903	Human	NYU Langone Health	Departments of Pathology and Medicine, New York University School of Medicine	Maria Aguero-Rosenfeld et al	https://www.gisaid.org	?
USA/NY-NYUMC89/2020	EPI_ISL_421590	?	2020-03-18	North America	USA	USA-Northeast	New York	Queens	North America	USA	New York	29903	Human	NYU Langone Health	Departments of Pathology and Medicine, New York University School of Medicine	Maria Aguero-Rosenfeld et al	https://www.gisaid.org	?
USA/NY-NYUMC9/2020	EPI_ISL_418194	?	2020-03-17	North America	USA	USA-Northeast	New York	Manhattan	North America	USA	New York	29903	Human	NYU Langone Health	Department of Pathology and Medicine, New York University School of Medicine	Black et al	https://www.gisaid.org	?
USA/NY-NYUMC90/2020	EPI_ISL_421591	?	2020-03-18	North America	USA	USA-Northeast	New York	Nassau County	North America	USA	New York	29903	Human	NYU Langone Health	Departments of Pathology and Medicine, New York University School of Medicine	Maria Aguero-Rosenfeld et al	https://www.gisaid.org	?
USA/NY-NYUMC91/2020	EPI_ISL_421592	?	2020-03-18	North America	USA	USA-Northeast	New York	Queens	North America	USA	New York	29903	Human	NYU Langone Health	Departments of Pathology and Medicine, New York University School of Medicine	Maria Aguero-Rosenfeld et al	https://www.gisaid.org	?
USA/NY-NYUMC92/2020	EPI_ISL_421704	?	2020-03-18	North America	USA	USA-Northeast	New York	Bronx	North America	USA	New York	29903	Human	NYU Langone Health	Departments of Pathology and Medicine, New York University School of Medicine	Maria Aguero-Rosenfeld et al	https://www.gisaid.org	?
USA/NY-NYUMC94/2020	EPI_ISL_421706	?	2020-03-18	North America	USA	USA-Northeast	New York	Queens	North America	USA	New York	29903	Human	NYU Langone Health	Departments of Pathology and Medicine, New York University School of Medicine	Maria Aguero-Rosenfeld et al	https://www.gisaid.org	?
USA/NY-NYUMC96/2020	EPI_ISL_421708	?	2020-03-18	North America	USA	USA-Northeast	New York	Brooklyn	North America	USA	New York	29903	Human	NYU Langone Health	Departments of Pathology and Medicine, New York University School of Medicine	Maria Aguero-Rosenfeld et al	https://www.gisaid.org	?
USA/NY-NYUMC98/2020	EPI_ISL_421710	?	2020-03-18	North America	USA	USA-Northeast	New York	Bronx	North America	USA	New York	29903	Human	NYU Langone Health	Departments of Pathology and Medicine, New York University School of Medicine	Maria Aguero-Rosenfeld et al	https://www.gisaid.org	?
USA/NY-PV08109/2020	EPI_ISL_421348	?	2020-03-17	North America	USA	USA-Northeast	New York	Manhattan	North America	USA	New York	29779	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV08120/2020	EPI_ISL_421349	?	2020-03-17	North America	USA	USA-Northeast	New York	?	North America	USA	New York	29772	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV08122/2020	EPI_ISL_421351	?	2020-03-11	North America	USA	USA-Northeast	New York	Manhattan	North America	USA	New York	29726	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV08123/2020	EPI_ISL_421352	?	2020-03-14	North America	USA	USA-Northeast	New York	Manhattan	North America	USA	New York	29772	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV08124/2020	EPI_ISL_421353	?	2020-03-14	North America	USA	USA-Northeast	New York	Manhattan	North America	USA	New York	29724	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV08125/2020	EPI_ISL_421354	?	2020-03-13	North America	USA	USA-Northeast	New York	Manhattan	North America	USA	New York	29724	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV08127/2020	EPI_ISL_421355	?	2020-03-14	North America	USA	USA-Northeast	New York	Manhattan	North America	USA	New York	29726	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV08133/2020	EPI_ISL_421356	?	2020-03-13	North America	USA	USA-Northeast	New York	Brooklyn	North America	USA	New York	29717	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV08139/2020	EPI_ISL_421361	?	2020-03-17	North America	USA	USA-Northeast	New York	Brooklyn	North America	USA	New York	29717	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV08150/2020	EPI_ISL_421367	?	2020-03-17	North America	USA	USA-Northeast	New York	Manhattan	North America	USA	New York	29729	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV08401/2020	EPI_ISL_421369	?	2020-03-16	North America	USA	USA-Northeast	New York	Manhattan	North America	USA	New York	29727	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV08402/2020	EPI_ISL_421370	?	2020-03-16	North America	USA	USA-Northeast	New York	Brooklyn	North America	USA	New York	29793	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV08404/2020	EPI_ISL_421372	?	2020-03-16	North America	USA	USA-Northeast	New York	Queens	North America	USA	New York	29726	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV08410/2020	EPI_ISL_421374	?	2020-03-16	North America	USA	USA-Northeast	New York	Brooklyn	North America	USA	New York	29726	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV08413/2020	EPI_ISL_421376	?	2020-03-16	North America	USA	USA-Northeast	New York	Brooklyn	North America	USA	New York	29726	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV08415/2020	EPI_ISL_421378	?	2020-03-16	North America	USA	USA-Northeast	New York	Manhattan	North America	USA	New York	29751	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV08425/2020	EPI_ISL_421383	?	2020-03-18	North America	USA	USA-Northeast	New York	Brooklyn	North America	USA	New York	29716	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV08427/2020	EPI_ISL_421385	?	2020-03-19	North America	USA	USA-Northeast	New York	?	North America	USA	New York	29724	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV08429/2020	EPI_ISL_421387	?	2020-03-19	North America	USA	USA-Northeast	New York	Manhattan	North America	USA	New York	29706	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV08436/2020	EPI_ISL_421391	?	2020-03-18	North America	USA	USA-Northeast	New York	Manhattan	North America	USA	New York	29724	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV08438/2020	EPI_ISL_421392	?	2020-03-18	North America	USA	USA-Northeast	New York	Manhattan	North America	USA	New York	29724	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV08448/2020	EPI_ISL_421399	?	2020-03-17	North America	USA	USA-Northeast	New York	Manhattan	North America	USA	New York	29724	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV08450/2020	EPI_ISL_421401	?	2020-03-17	North America	USA	USA-Northeast	New York	Brooklyn	North America	USA	New York	29724	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV08456/2020	EPI_ISL_421405	?	2020-03-17	North America	USA	USA-Northeast	New York	Manhattan	North America	USA	New York	29724	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV08459/2020	EPI_ISL_421406	?	2020-03-18	North America	USA	USA-Northeast	New York	Manhattan	North America	USA	New York	29716	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV08461/2020	EPI_ISL_421407	?	2020-03-18	North America	USA	USA-Northeast	New York	Manhattan	North America	USA	New York	29726	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV08462/2020	EPI_ISL_421408	?	2020-03-18	North America	USA	USA-Northeast	New York	Bronx	North America	USA	New York	29726	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV08463/2020	EPI_ISL_421409	?	2020-03-18	North America	USA	USA-Northeast	New York	Manhattan	North America	USA	New York	29726	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV08468/2020	EPI_ISL_421412	?	2020-03-18	North America	USA	USA-Northeast	New York	Manhattan	North America	USA	New York	29717	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV08471/2020	EPI_ISL_421414	?	2020-03-18	North America	USA	USA-Northeast	New York	Bronx	North America	USA	New York	29720	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV08481/2020	EPI_ISL_421421	?	2020-03-18	North America	USA	USA-Northeast	New York	Brooklyn	North America	USA	New York	29726	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV08491/2020	EPI_ISL_421427	?	2020-03-17	North America	USA	USA-Northeast	New York	Brooklyn	North America	USA	New York	29730	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV08492/2020	EPI_ISL_421428	?	2020-03-18	North America	USA	USA-Northeast	New York	Manhattan	North America	USA	New York	29724	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV08494/2020	EPI_ISL_421430	?	2020-03-17	North America	USA	USA-Northeast	New York	Manhattan	North America	USA	New York	29729	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV09000/2020	EPI_ISL_421435	?	2020-03-18	North America	USA	USA-Northeast	New York	Bronx	North America	USA	New York	29731	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV09019/2020	EPI_ISL_421594	?	2020-03-21	North America	USA	USA-Northeast	New York	Staten Island	North America	USA	New York	29709	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV09020/2020	EPI_ISL_421595	?	2020-03-20	North America	USA	USA-Northeast	New York	Nassau County	North America	USA	New York	29694	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV09021/2020	EPI_ISL_421596	?	2020-03-21	North America	USA	USA-Northeast	New York	Staten Island	North America	USA	New York	29724	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV09023/2020	EPI_ISL_421597	?	2020-03-21	North America	USA	USA-Northeast	New York	Brooklyn	North America	USA	New York	29711	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV09025/2020	EPI_ISL_421598	?	2020-03-21	North America	USA	USA-Northeast	New York	Manhattan	North America	USA	New York	29724	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV09028/2020	EPI_ISL_421599	?	2020-03-21	North America	USA	USA-Northeast	New York	Manhattan	North America	USA	New York	29704	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV09030/2020	EPI_ISL_421601	?	2020-03-21	North America	USA	USA-Northeast	New York	Nassau County	North America	USA	New York	29643	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV09039/2020	EPI_ISL_421604	?	2020-03-21	North America	USA	USA-Northeast	New York	Bronx	North America	USA	New York	29716	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV09041/2020	EPI_ISL_421605	?	2020-03-20	North America	USA	USA-Northeast	New York	Nassau County	North America	USA	New York	29717	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV09047/2020	EPI_ISL_421609	?	2020-03-21	North America	USA	USA-Northeast	New York	Nassau County	North America	USA	New York	29686	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV09063/2020	EPI_ISL_421614	?	2020-03-20	North America	USA	USA-Northeast	New York	Manhattan	North America	USA	New York	29701	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV09064/2020	EPI_ISL_421615	?	2020-03-20	North America	USA	USA-Northeast	New York	Manhattan	North America	USA	New York	29700	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV09067/2020	EPI_ISL_421616	?	2020-03-20	North America	USA	USA-Northeast	New York	Manhattan	North America	USA	New York	29724	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV09073/2020	EPI_ISL_421620	?	2020-03-20	North America	USA	USA-Northeast	New York	Manhattan	North America	USA	New York	29724	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV09075/2020	EPI_ISL_421621	?	2020-03-20	North America	USA	USA-Northeast	New York	Manhattan	North America	USA	New York	29717	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV09076/2020	EPI_ISL_421622	?	2020-03-20	North America	USA	USA-Northeast	New York	Manhattan	North America	USA	New York	29718	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV09083/2020	EPI_ISL_421626	?	2020-03-21	North America	USA	USA-Northeast	New York	Manhattan	North America	USA	New York	29693	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV09087/2020	EPI_ISL_421627	?	2020-03-18	North America	USA	USA-Northeast	New York	Queens	North America	USA	New York	29702	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV09088/2020	EPI_ISL_421628	?	2020-03-19	North America	USA	USA-Northeast	New York	Brooklyn	North America	USA	New York	29705	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV09090/2020	EPI_ISL_421629	?	2020-03-19	North America	USA	USA-Northeast	New York	Queens	North America	USA	New York	29723	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV09097/2020	EPI_ISL_421631	?	2020-03-18	North America	USA	USA-Northeast	New York	Queens	North America	USA	New York	29714	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV09098/2020	EPI_ISL_421632	?	2020-03-19	North America	USA	USA-Northeast	New York	Queens	North America	USA	New York	29694	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV09116/2020	EPI_ISL_422492	?	2020-03-19	North America	USA	USA-Northeast	New York	Nassau County	North America	USA	New York	29767	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV09118/2020	EPI_ISL_422493	?	2020-03-19	North America	USA	USA-Northeast	New York	Queens	North America	USA	New York	29694	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV09119/2020	EPI_ISL_422494	?	2020-03-19	North America	USA	USA-Northeast	New York	Manhattan	North America	USA	New York	29715	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV09120/2020	EPI_ISL_422495	?	2020-03-19	North America	USA	USA-Northeast	New York	Brooklyn	North America	USA	New York	29739	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
USA/NY-PV09121/2020	EPI_ISL_422496	?	2020-03-19	North America	USA	USA-Northeast	New York	Nassau County	North America	USA	New York	29726	Human	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Ana Gonzalez-Reiche et al	https://www.gisaid.org	?
